Month,Day of Week,Portion of Day,Purpose,Start Location Type,End Location Type,Total Commutes
January,Friday,Night,Coming Back From Restaurant,Restaurant,Home,574
January,Friday,Night,Coming Back From Restaurant,Restaurant,Work,1
January,Friday,Night,Eating,Home,Restaurant,506
January,Friday,Night,Eating,Pub,Restaurant,158
January,Friday,Night,Recreation (Social Gathering),Home,Pub,1139
January,Friday,Night,Work/Home Commute,Work,Home,9
January,Saturday,Morning,Eating,Home,Restaurant,1721
January,Saturday,Morning,Eating,Work,Restaurant,75
January,Saturday,Morning,Eating,Pub,Restaurant,60
January,Saturday,Morning,Recreation (Social Gathering),Home,Pub,1868
January,Saturday,Morning,Going Back to Home,Pub,Home,1345
January,Saturday,Morning,Going Back to Home,Restaurant,Home,83
January,Saturday,Morning,Coming Back From Restaurant,Restaurant,Home,1603
January,Saturday,Morning,Coming Back From Restaurant,Restaurant,Pub,27
January,Saturday,Morning,Coming Back From Restaurant,Restaurant,Work,49
January,Saturday,Morning,Work/Home Commute,Home,Work,428
January,Saturday,Afternoon,Going Back to Home,Pub,Home,600
January,Saturday,Afternoon,Eating,Pub,Restaurant,119
January,Saturday,Afternoon,Eating,Home,Restaurant,485
January,Saturday,Afternoon,Eating,Work,Restaurant,139
January,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,139
January,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Home,389
January,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Work,141
January,Saturday,Afternoon,Recreation (Social Gathering),Home,Pub,581
January,Saturday,Evening,Going Back to Home,Pub,Home,1130
January,Saturday,Evening,Coming Back From Restaurant,Restaurant,Home,735
January,Saturday,Evening,Coming Back From Restaurant,Restaurant,Pub,153
January,Saturday,Evening,Coming Back From Restaurant,Restaurant,Work,134
January,Saturday,Evening,Eating,Home,Restaurant,666
January,Saturday,Evening,Eating,Work,Restaurant,110
January,Saturday,Evening,Eating,Pub,Restaurant,171
January,Saturday,Evening,Recreation (Social Gathering),Home,Pub,1164
January,Saturday,Evening,Work/Home Commute,Work,Home,428
January,Saturday,Night,Going Back to Home,Pub,Home,1752
January,Saturday,Night,Going Back to Home,Restaurant,Home,42
January,Saturday,Night,Eating,Home,Restaurant,521
January,Saturday,Night,Eating,Pub,Restaurant,178
January,Saturday,Night,Coming Back From Restaurant,Restaurant,Pub,198
January,Saturday,Night,Coming Back From Restaurant,Restaurant,Home,548
January,Saturday,Night,Recreation (Social Gathering),Home,Pub,1222
February,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Pub,5
February,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Home,100
February,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Work,189
February,Wednesday,Morning,Eating,Home,Restaurant,99
February,Wednesday,Morning,Eating,Work,Restaurant,402
February,Wednesday,Morning,Eating,Pub,Restaurant,7
February,Wednesday,Morning,Recreation (Social Gathering),Home,Pub,95
February,Wednesday,Morning,Going Back to Home,Pub,Home,160
February,Wednesday,Morning,Going Back to Home,Restaurant,Home,2
February,Wednesday,Morning,Work/Home Commute,Home,Work,3332
February,Wednesday,Afternoon,Eating,Work,Restaurant,1343
February,Wednesday,Afternoon,Eating,Pub,Restaurant,2
February,Wednesday,Afternoon,Eating,Home,Restaurant,17
February,Wednesday,Afternoon,Going Back to Home,Pub,Home,29
February,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,6
February,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1316
February,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,14
February,Wednesday,Afternoon,Recreation (Social Gathering),Home,Pub,27
February,Wednesday,Evening,Eating,Work,Restaurant,894
February,Wednesday,Evening,Eating,Home,Restaurant,343
February,Wednesday,Evening,Eating,Pub,Restaurant,42
February,Wednesday,Evening,Going Back to Home,Pub,Home,91
February,Wednesday,Evening,Work/Home Commute,Work,Home,3322
February,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Work,1132
February,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Pub,28
February,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Home,230
February,Wednesday,Evening,Recreation (Social Gathering),Home,Pub,464
February,Wednesday,Night,Eating,Home,Restaurant,589
February,Wednesday,Night,Eating,Pub,Restaurant,89
February,Wednesday,Night,Going Back to Home,Pub,Home,1038
February,Wednesday,Night,Going Back to Home,Restaurant,Home,42
February,Wednesday,Night,Coming Back From Restaurant,Restaurant,Pub,95
February,Wednesday,Night,Coming Back From Restaurant,Restaurant,Home,659
February,Wednesday,Night,Coming Back From Restaurant,Restaurant,Work,2
February,Wednesday,Night,Recreation (Social Gathering),Home,Pub,731
February,Wednesday,Night,Work/Home Commute,Work,Home,10
February,Thursday,Morning,Eating,Pub,Restaurant,17
February,Thursday,Morning,Eating,Home,Restaurant,95
February,Thursday,Morning,Eating,Work,Restaurant,409
February,Thursday,Morning,Coming Back From Restaurant,Restaurant,Home,96
February,Thursday,Morning,Coming Back From Restaurant,Restaurant,Pub,11
February,Thursday,Morning,Coming Back From Restaurant,Restaurant,Work,196
February,Thursday,Morning,Recreation (Social Gathering),Home,Pub,124
February,Thursday,Morning,Work/Home Commute,Home,Work,3368
February,Thursday,Morning,Going Back to Home,Pub,Home,172
February,Thursday,Morning,Going Back to Home,Restaurant,Home,15
February,Thursday,Afternoon,Eating,Work,Restaurant,1337
February,Thursday,Afternoon,Eating,Home,Restaurant,18
February,Thursday,Afternoon,Eating,Pub,Restaurant,7
February,Thursday,Afternoon,Going Back to Home,Pub,Home,37
February,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,8
February,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1314
February,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Home,16
February,Thursday,Afternoon,Recreation (Social Gathering),Home,Pub,41
February,Thursday,Evening,Eating,Work,Restaurant,904
February,Thursday,Evening,Eating,Home,Restaurant,339
February,Thursday,Evening,Eating,Pub,Restaurant,54
February,Thursday,Evening,Going Back to Home,Pub,Home,117
February,Thursday,Evening,Work/Home Commute,Work,Home,3357
February,Thursday,Evening,Recreation (Social Gathering),Home,Pub,578
February,Thursday,Evening,Coming Back From Restaurant,Restaurant,Work,1139
February,Thursday,Evening,Coming Back From Restaurant,Restaurant,Home,233
February,Thursday,Evening,Coming Back From Restaurant,Restaurant,Pub,30
February,Thursday,Night,Going Back to Home,Pub,Home,1309
February,Thursday,Night,Going Back to Home,Restaurant,Home,40
February,Thursday,Night,Coming Back From Restaurant,Restaurant,Pub,164
February,Thursday,Night,Coming Back From Restaurant,Restaurant,Home,602
February,Thursday,Night,Coming Back From Restaurant,Restaurant,Work,1
February,Thursday,Night,Eating,Home,Restaurant,529
February,Thursday,Night,Eating,Pub,Restaurant,146
February,Thursday,Night,Recreation (Social Gathering),Home,Pub,929
February,Thursday,Night,Work/Home Commute,Work,Home,11
February,Friday,Morning,Eating,Home,Restaurant,75
February,Friday,Morning,Eating,Work,Restaurant,409
February,Friday,Morning,Eating,Pub,Restaurant,1
February,Friday,Morning,Going Back to Home,Pub,Home,163
February,Friday,Morning,Going Back to Home,Restaurant,Home,2
February,Friday,Morning,Coming Back From Restaurant,Restaurant,Home,72
February,Friday,Morning,Coming Back From Restaurant,Restaurant,Work,197
February,Friday,Morning,Coming Back From Restaurant,Restaurant,Pub,1
February,Friday,Morning,Work/Home Commute,Home,Work,3380
February,Friday,Morning,Recreation (Social Gathering),Home,Pub,75
February,Friday,Afternoon,Eating,Work,Restaurant,1328
February,Friday,Afternoon,Eating,Home,Restaurant,27
February,Friday,Afternoon,Eating,Pub,Restaurant,6
February,Friday,Afternoon,Going Back to Home,Pub,Home,25
February,Friday,Afternoon,Recreation (Social Gathering),Home,Pub,22
February,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1292
February,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Home,24
February,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,3
February,Friday,Evening,Eating,Work,Restaurant,922
February,Friday,Evening,Eating,Home,Restaurant,335
February,Friday,Evening,Eating,Pub,Restaurant,48
February,Friday,Evening,Coming Back From Restaurant,Restaurant,Pub,27
February,Friday,Evening,Coming Back From Restaurant,Restaurant,Work,1167
February,Friday,Evening,Coming Back From Restaurant,Restaurant,Home,231
February,Friday,Evening,Going Back to Home,Pub,Home,94
February,Friday,Evening,Work/Home Commute,Work,Home,3369
February,Friday,Evening,Recreation (Social Gathering),Home,Pub,598
February,Friday,Night,Going Back to Home,Pub,Home,1415
February,Friday,Night,Going Back to Home,Restaurant,Home,48
February,Friday,Night,Coming Back From Restaurant,Restaurant,Pub,164
February,Friday,Night,Coming Back From Restaurant,Restaurant,Work,3
February,Friday,Night,Coming Back From Restaurant,Restaurant,Home,574
February,Friday,Night,Eating,Home,Restaurant,501
February,Friday,Night,Eating,Pub,Restaurant,155
February,Friday,Night,Recreation (Social Gathering),Home,Pub,1042
February,Friday,Night,Work/Home Commute,Work,Home,11
February,Saturday,Morning,Eating,Home,Restaurant,1708
February,Saturday,Morning,Eating,Pub,Restaurant,49
February,Saturday,Morning,Eating,Work,Restaurant,76
February,Saturday,Morning,Recreation (Social Gathering),Home,Pub,1769
February,Saturday,Morning,Coming Back From Restaurant,Restaurant,Pub,30
February,Saturday,Morning,Coming Back From Restaurant,Restaurant,Home,1601
February,Saturday,Morning,Coming Back From Restaurant,Restaurant,Work,51
February,Saturday,Morning,Going Back to Home,Pub,Home,1280
February,Saturday,Morning,Going Back to Home,Restaurant,Home,66
February,Saturday,Morning,Work/Home Commute,Home,Work,428
February,Saturday,Afternoon,Going Back to Home,Pub,Home,562
February,Saturday,Afternoon,Eating,Home,Restaurant,499
February,Saturday,Afternoon,Eating,Pub,Restaurant,117
February,Saturday,Afternoon,Eating,Work,Restaurant,138
February,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,116
February,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Home,393
February,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Work,139
February,Saturday,Afternoon,Recreation (Social Gathering),Home,Pub,531
February,Saturday,Evening,Going Back to Home,Pub,Home,1079
February,Saturday,Evening,Coming Back From Restaurant,Restaurant,Home,738
February,Saturday,Evening,Coming Back From Restaurant,Restaurant,Pub,142
February,Saturday,Evening,Coming Back From Restaurant,Restaurant,Work,132
February,Saturday,Evening,Eating,Home,Restaurant,682
February,Saturday,Evening,Eating,Work,Restaurant,108
February,Saturday,Evening,Eating,Pub,Restaurant,143
February,Saturday,Evening,Recreation (Social Gathering),Home,Pub,1153
February,Saturday,Evening,Work/Home Commute,Work,Home,428
February,Saturday,Night,Going Back to Home,Pub,Home,1673
February,Saturday,Night,Going Back to Home,Restaurant,Home,39
February,Saturday,Night,Eating,Pub,Restaurant,147
February,Saturday,Night,Eating,Home,Restaurant,523
February,Saturday,Night,Coming Back From Restaurant,Restaurant,Home,572
February,Saturday,Night,Coming Back From Restaurant,Restaurant,Pub,159
February,Saturday,Night,Recreation (Social Gathering),Home,Pub,1155
February,Sunday,Morning,Recreation (Social Gathering),Home,Pub,1824
February,Sunday,Morning,Eating,Home,Restaurant,1741
February,Sunday,Morning,Eating,Pub,Restaurant,24
February,Sunday,Morning,Eating,Work,Restaurant,64
February,Sunday,Morning,Coming Back From Restaurant,Restaurant,Home,1636
February,Sunday,Morning,Coming Back From Restaurant,Restaurant,Pub,13
February,Sunday,Morning,Coming Back From Restaurant,Restaurant,Work,45
February,Sunday,Morning,Going Back to Home,Pub,Home,1331
February,Sunday,Morning,Going Back to Home,Restaurant,Home,62
February,Sunday,Morning,Work/Home Commute,Home,Work,416
February,Sunday,Afternoon,Going Back to Home,Pub,Home,562
February,Sunday,Afternoon,Eating,Pub,Restaurant,111
February,Sunday,Afternoon,Eating,Home,Restaurant,466
February,Sunday,Afternoon,Eating,Work,Restaurant,151
February,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Home,401
February,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,88
February,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Work,134
February,Sunday,Afternoon,Recreation (Social Gathering),Home,Pub,556
February,Sunday,Evening,Going Back to Home,Pub,Home,1146
February,Sunday,Evening,Eating,Work,Restaurant,101
February,Sunday,Evening,Eating,Home,Restaurant,664
February,Sunday,Evening,Eating,Pub,Restaurant,172
February,Sunday,Evening,Coming Back From Restaurant,Restaurant,Home,688
February,Sunday,Evening,Coming Back From Restaurant,Restaurant,Pub,191
February,Sunday,Evening,Coming Back From Restaurant,Restaurant,Work,137
February,Sunday,Evening,Recreation (Social Gathering),Home,Pub,1178
February,Sunday,Evening,Work/Home Commute,Work,Home,412
February,Sunday,Night,Going Back to Home,Pub,Home,1779
February,Sunday,Night,Going Back to Home,Restaurant,Home,38
February,Sunday,Night,Eating,Home,Restaurant,496
February,Sunday,Night,Eating,Pub,Restaurant,199
February,Sunday,Night,Coming Back From Restaurant,Restaurant,Pub,204
February,Sunday,Night,Coming Back From Restaurant,Restaurant,Home,561
February,Sunday,Night,Recreation (Social Gathering),Home,Pub,1278
February,Sunday,Night,Work/Home Commute,Work,Home,4
February,Monday,Morning,Eating,Home,Restaurant,97
February,Monday,Morning,Eating,Work,Restaurant,422
February,Monday,Morning,Eating,Pub,Restaurant,1
February,Monday,Morning,Recreation (Social Gathering),Home,Pub,121
February,Monday,Morning,Coming Back From Restaurant,Restaurant,Home,100
February,Monday,Morning,Coming Back From Restaurant,Restaurant,Work,213
February,Monday,Morning,Coming Back From Restaurant,Restaurant,Pub,2
February,Monday,Morning,Going Back to Home,Pub,Home,238
February,Monday,Morning,Going Back to Home,Restaurant,Home,2
February,Monday,Morning,Work/Home Commute,Home,Work,3336
February,Monday,Afternoon,Eating,Work,Restaurant,1319
February,Monday,Afternoon,Eating,Pub,Restaurant,10
February,Monday,Afternoon,Eating,Home,Restaurant,24
February,Monday,Afternoon,Going Back to Home,Pub,Home,36
February,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,9
February,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1300
February,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Home,17
February,Monday,Afternoon,Recreation (Social Gathering),Home,Pub,40
February,Monday,Evening,Eating,Work,Restaurant,904
February,Monday,Evening,Eating,Home,Restaurant,351
February,Monday,Evening,Eating,Pub,Restaurant,47
February,Monday,Evening,Going Back to Home,Pub,Home,142
February,Monday,Evening,Coming Back From Restaurant,Restaurant,Home,227
February,Monday,Evening,Coming Back From Restaurant,Restaurant,Work,1129
February,Monday,Evening,Coming Back From Restaurant,Restaurant,Pub,30
February,Monday,Evening,Work/Home Commute,Work,Home,3329
February,Monday,Evening,Recreation (Social Gathering),Home,Pub,702
February,Monday,Night,Going Back to Home,Pub,Home,1620
February,Monday,Night,Going Back to Home,Restaurant,Home,51
February,Monday,Night,Eating,Pub,Restaurant,190
February,Monday,Night,Eating,Home,Restaurant,516
February,Monday,Night,Recreation (Social Gathering),Home,Pub,1176
February,Monday,Night,Coming Back From Restaurant,Restaurant,Pub,191
February,Monday,Night,Coming Back From Restaurant,Restaurant,Home,602
February,Monday,Night,Coming Back From Restaurant,Restaurant,Work,3
February,Monday,Night,Work/Home Commute,Work,Home,7
February,Tuesday,Morning,Eating,Home,Restaurant,110
February,Tuesday,Morning,Eating,Work,Restaurant,427
February,Tuesday,Morning,Eating,Pub,Restaurant,1
February,Tuesday,Morning,Recreation (Social Gathering),Home,Pub,77
February,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Pub,4
February,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Home,100
February,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Work,205
February,Tuesday,Morning,Work/Home Commute,Home,Work,3340
February,Tuesday,Morning,Going Back to Home,Pub,Home,200
February,Tuesday,Morning,Going Back to Home,Restaurant,Home,14
February,Tuesday,Afternoon,Eating,Work,Restaurant,1335
February,Tuesday,Afternoon,Eating,Home,Restaurant,19
February,Tuesday,Afternoon,Eating,Pub,Restaurant,5
February,Tuesday,Afternoon,Going Back to Home,Pub,Home,21
February,Tuesday,Afternoon,Recreation (Social Gathering),Home,Pub,25
February,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,4
February,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1329
February,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,20
February,Tuesday,Evening,Eating,Work,Restaurant,883
February,Tuesday,Evening,Eating,Home,Restaurant,334
February,Tuesday,Evening,Eating,Pub,Restaurant,40
February,Tuesday,Evening,Going Back to Home,Pub,Home,80
February,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Pub,22
